,date,title,stage,team1,team2,win,top1,jg1,mid1,adc1,sup1,top2,jg2,mid2,adc2,sup2
96,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 1경기 3세트,Liiv Sandbox,Gen.G eSports,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,GEN Rascal,GEN YoungJae,GEN BDD,GEN Ruler,GEN Life
97,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 1경기 2세트,Gen.G eSports,Liiv Sandbox,W,GEN Rascal,GEN YoungJae,GEN BDD,GEN Ruler,GEN Life,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
98,2021.07.22,2021 LoL 챔피언스 코리아 서머 정규 시즌,30일차 1경기 1세트,Liiv Sandbox,Gen.G eSports,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,GEN Rascal,GEN YoungJae,GEN BDD,GEN Ruler,GEN Life
99,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 2경기 2세트,NS RED FORCE,kt Rolster,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,KT Doran,KT Blank,KT Dove,KT Noah,KT Zzus
100,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 2경기 1세트,NS RED FORCE,kt Rolster,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,KT Doran,KT Blank,KT Dove,KT Noah,KT Zzus
101,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 1경기 3세트,Fredit BRION,DRX,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
102,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 1경기 2세트,DRX,Fredit BRION,W,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
103,2021.07.18,2021 LoL 챔피언스 코리아 서머 정규 시즌,29일차 1경기 1세트,Fredit BRION,DRX,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun
104,2021.07.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,28일차 2경기 3세트,T1,DWG KIA,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
105,2021.07.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,28일차 2경기 2세트,T1,DWG KIA,W,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
106,2021.07.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,28일차 2경기 1세트,T1,DWG KIA,L,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
107,2021.07.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,28일차 1경기 3세트,Gen.G eSports,Hanwha Life Esports,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
108,2021.07.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,28일차 1경기 2세트,Hanwha Life Esports,Gen.G eSports,W,HLE Morgan,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
109,2021.07.17,2021 LoL 챔피언스 코리아 서머 정규 시즌,28일차 1경기 1세트,Gen.G eSports,Hanwha Life Esports,W,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,HLE Morgan,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta
110,2021.07.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,27일차 2경기 2세트,DRX,Liiv Sandbox,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
111,2021.07.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,27일차 2경기 1세트,DRX,Liiv Sandbox,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
112,2021.07.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,27일차 1경기 2세트,Afreeca Freecs,Fredit BRION,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
113,2021.07.16,2021 LoL 챔피언스 코리아 서머 정규 시즌,27일차 1경기 1세트,Fredit BRION,Afreeca Freecs,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
114,2021.07.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,26일차 2경기 3세트,DWG KIA,NS RED FORCE,L,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
115,2021.07.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,26일차 2경기 2세트,DWG KIA,NS RED FORCE,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
116,2021.07.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,26일차 2경기 1세트,DWG KIA,NS RED FORCE,L,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
117,2021.07.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,26일차 1경기 2세트,kt Rolster,T1,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
118,2021.07.15,2021 LoL 챔피언스 코리아 서머 정규 시즌,26일차 1경기 1세트,kt Rolster,T1,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,T1 Canna,T1 Oner,T1 Faker,T1 Gumayusi,T1 Keria
119,2021.07.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,25일차 2경기 2세트,T1,NS RED FORCE,L,T1 Canna,T1 Cuzz,T1 Faker,T1 Gumayusi,T1 Keria,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
120,2021.07.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,25일차 2경기 1세트,NS RED FORCE,T1,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,T1 Canna,T1 Cuzz,T1 Faker,T1 Gumayusi,T1 Keria
121,2021.07.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,25일차 1경기 2세트,DRX,Gen.G eSports,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
122,2021.07.11,2021 LoL 챔피언스 코리아 서머 정규 시즌,25일차 1경기 1세트,DRX,Gen.G eSports,L,DRX Kingen,DRX Pyosik,DRX Jett,DRX Taeyoon,DRX Jun,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
123,2021.07.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,24일차 2경기 2세트,Hanwha Life Esports,DWG KIA,L,HLE Morgan,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
124,2021.07.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,24일차 2경기 1세트,Hanwha Life Esports,DWG KIA,L,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
125,2021.07.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,24일차 1경기 3세트,Fredit BRION,kt Rolster,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp
126,2021.07.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,24일차 1경기 2세트,kt Rolster,Fredit BRION,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
127,2021.07.10,2021 LoL 챔피언스 코리아 서머 정규 시즌,24일차 1경기 1세트,Fredit BRION,kt Rolster,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,KT Doran,KT GIDEON,KT Dove,KT Harp,KT Noah
128,2021.07.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,23일차 2경기 3세트,Afreeca Freecs,Liiv Sandbox,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
129,2021.07.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,23일차 2경기 2세트,Liiv Sandbox,Afreeca Freecs,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
130,2021.07.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,23일차 2경기 1세트,Liiv Sandbox,Afreeca Freecs,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
131,2021.07.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,23일차 1경기 2세트,T1,Gen.G eSports,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Gumayusi,T1 Keria,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
132,2021.07.09,2021 LoL 챔피언스 코리아 서머 정규 시즌,23일차 1경기 1세트,T1,Gen.G eSports,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Gumayusi,T1 Keria,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
133,2021.07.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,22일차 2경기 3세트,DRX,Fredit BRION,W,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX Taeyoon,DRX Jun,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
134,2021.07.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,22일차 2경기 2세트,Fredit BRION,DRX,W,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX Taeyoon,DRX Jun
135,2021.07.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,22일차 2경기 1세트,DRX,Fredit BRION,W,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX Taeyoon,DRX Jun,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
136,2021.07.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,22일차 1경기 3세트,Hanwha Life Esports,kt Rolster,W,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp
137,2021.07.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,22일차 1경기 2세트,kt Rolster,Hanwha Life Esports,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta
138,2021.07.08,2021 LoL 챔피언스 코리아 서머 정규 시즌,22일차 1경기 1세트,kt Rolster,Hanwha Life Esports,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta
139,2021.07.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,21일차 2경기 2세트,Afreeca Freecs,NS RED FORCE,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
140,2021.07.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,21일차 2경기 1세트,Afreeca Freecs,NS RED FORCE,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
141,2021.07.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,21일차 1경기 2세트,Liiv Sandbox,DWG KIA,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
142,2021.07.07,2021 LoL 챔피언스 코리아 서머 정규 시즌,21일차 1경기 1세트,Liiv Sandbox,DWG KIA,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
143,2021.07.04,2021 LoL 챔피언스 코리아 서머 정규 시즌,20일차 2경기 2세트,DWG KIA,Gen.G eSports,W,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
144,2021.07.04,2021 LoL 챔피언스 코리아 서머 정규 시즌,20일차 2경기 1세트,Gen.G eSports,DWG KIA,L,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
145,2021.07.04,2021 LoL 챔피언스 코리아 서머 정규 시즌,20일차 1경기 3세트,NS RED FORCE,Hanwha Life Esports,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta
146,2021.07.04,2021 LoL 챔피언스 코리아 서머 정규 시즌,20일차 1경기 2세트,Hanwha Life Esports,NS RED FORCE,W,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
147,2021.07.04,2021 LoL 챔피언스 코리아 서머 정규 시즌,20일차 1경기 1세트,Hanwha Life Esports,NS RED FORCE,L,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
148,2021.07.03,2021 LoL 챔피언스 코리아 서머 정규 시즌,19일차 2경기 3세트,Liiv Sandbox,DRX,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
149,2021.07.03,2021 LoL 챔피언스 코리아 서머 정규 시즌,19일차 2경기 2세트,Liiv Sandbox,DRX,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
150,2021.07.03,2021 LoL 챔피언스 코리아 서머 정규 시즌,19일차 2경기 1세트,Liiv Sandbox,DRX,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
151,2021.07.03,2021 LoL 챔피언스 코리아 서머 정규 시즌,19일차 1경기 3세트,T1,Afreeca Freecs,L,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
152,2021.07.03,2021 LoL 챔피언스 코리아 서머 정규 시즌,19일차 1경기 2세트,Afreeca Freecs,T1,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
153,2021.07.03,2021 LoL 챔피언스 코리아 서머 정규 시즌,19일차 1경기 1세트,T1,Afreeca Freecs,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
154,2021.07.02,2021 LoL 챔피언스 코리아 서머 정규 시즌,18일차 2경기 2세트,kt Rolster,Fredit BRION,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,BRO Hoya,BRO Chieftain,BRO Lava,BRO Hena,BRO Delight
155,2021.07.02,2021 LoL 챔피언스 코리아 서머 정규 시즌,18일차 2경기 1세트,Fredit BRION,kt Rolster,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp
156,2021.07.02,2021 LoL 챔피언스 코리아 서머 정규 시즌,18일차 1경기 3세트,NS RED FORCE,DWG KIA,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
157,2021.07.02,2021 LoL 챔피언스 코리아 서머 정규 시즌,18일차 1경기 2세트,NS RED FORCE,DWG KIA,W,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
158,2021.07.02,2021 LoL 챔피언스 코리아 서머 정규 시즌,18일차 1경기 1세트,NS RED FORCE,DWG KIA,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,DK Khan,DK Canyon,DK ShowMaker,DK Ghost,DK BeryL
159,2021.07.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,17일차 2경기 3세트,Liiv Sandbox,Afreeca Freecs,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends
160,2021.07.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,17일차 2경기 2세트,Afreeca Freecs,Liiv Sandbox,W,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
161,2021.07.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,17일차 2경기 1세트,Afreeca Freecs,Liiv Sandbox,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
162,2021.07.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,17일차 1경기 2세트,DRX,Hanwha Life Esports,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta
163,2021.07.01,2021 LoL 챔피언스 코리아 서머 정규 시즌,17일차 1경기 1세트,Hanwha Life Esports,DRX,W,HLE DuDu,HLE Arthur,HLE Chovy,HLE Deft,HLE Vsta,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
164,2021.06.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,16일차 2경기 3세트,Fredit BRION,Gen.G eSports,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
165,2021.06.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,16일차 2경기 2세트,Gen.G eSports,Fredit BRION,L,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
166,2021.06.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,16일차 2경기 1세트,Fredit BRION,Gen.G eSports,L,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
167,2021.06.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,16일차 1경기 3세트,kt Rolster,T1,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
168,2021.06.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,16일차 1경기 2세트,kt Rolster,T1,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
169,2021.06.30,2021 LoL 챔피언스 코리아 서머 정규 시즌,16일차 1경기 1세트,T1,kt Rolster,W,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp
170,2021.06.27,2021 LoL 챔피언스 코리아 서머 정규 시즌,15일차 2경기 3세트,kt Rolster,Liiv Sandbox,L,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
171,2021.06.27,2021 LoL 챔피언스 코리아 서머 정규 시즌,15일차 2경기 2세트,Liiv Sandbox,kt Rolster,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp
172,2021.06.27,2021 LoL 챔피언스 코리아 서머 정규 시즌,15일차 2경기 1세트,kt Rolster,Liiv Sandbox,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort
173,2021.06.27,2021 LoL 챔피언스 코리아 서머 정규 시즌,15일차 1경기 2세트,DRX,T1,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
174,2021.06.27,2021 LoL 챔피언스 코리아 서머 정규 시즌,15일차 1경기 1세트,DRX,T1,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria
175,2021.06.26,2021 LoL 챔피언스 코리아 서머 정규 시즌,14일차 2경기 2세트,NS RED FORCE,Fredit BRION,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
176,2021.06.26,2021 LoL 챔피언스 코리아 서머 정규 시즌,14일차 2경기 1세트,NS RED FORCE,Fredit BRION,L,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
177,2021.06.26,2021 LoL 챔피언스 코리아 서머 정규 시즌,14일차 1경기 2세트,Afreeca Freecs,Gen.G eSports,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
178,2021.06.26,2021 LoL 챔피언스 코리아 서머 정규 시즌,14일차 1경기 1세트,Afreeca Freecs,Gen.G eSports,L,AF Kiin,AF Dread,AF Fly,AF Leo,AF Lehends,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
179,2021.06.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,13일차 2경기 3세트,DWG KIA,Hanwha Life Esports,W,DK Khan,DK Canyon,DK ShowMaker,DK Malrang,DK BeryL,HLE DuDu,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
180,2021.06.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,13일차 2경기 2세트,DWG KIA,Hanwha Life Esports,W,DK Khan,DK Canyon,DK ShowMaker,DK Malrang,DK BeryL,HLE DuDu,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
181,2021.06.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,13일차 2경기 1세트,DWG KIA,Hanwha Life Esports,L,DK Khan,DK Canyon,DK ShowMaker,DK Malrang,DK BeryL,HLE DuDu,HLE yoHan,HLE Chovy,HLE Deft,HLE Vsta
182,2021.06.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,13일차 1경기 2세트,DRX,kt Rolster,L,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp
183,2021.06.25,2021 LoL 챔피언스 코리아 서머 정규 시즌,13일차 1경기 1세트,kt Rolster,DRX,W,KT Doran,KT Blank,KT Dove,KT Noah,KT Harp,DRX Kingen,DRX Pyosik,DRX SOLKA,DRX BAO,DRX Becca
184,2021.06.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,12일차 2경기 2세트,T1,NS RED FORCE,L,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
185,2021.06.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,12일차 2경기 1세트,T1,NS RED FORCE,L,T1 Canna,T1 Cuzz,T1 Faker,T1 Teddy,T1 Keria,NS Rich,NS Peanut,NS Gori,NS deokdam,NS Kellin
186,2021.06.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,12일차 1경기 3세트,Liiv Sandbox,Gen.G eSports,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
187,2021.06.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,12일차 1경기 2세트,Liiv Sandbox,Gen.G eSports,L,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
188,2021.06.24,2021 LoL 챔피언스 코리아 서머 정규 시즌,12일차 1경기 1세트,Liiv Sandbox,Gen.G eSports,W,LSB Summit,LSB Croco,LSB Fate,LSB Prince,LSB Effort,GEN Rascal,GEN Clid,GEN BDD,GEN Ruler,GEN Life
189,2021.06.23,2021 LoL 챔피언스 코리아 서머 정규 시즌,11일차 2경기 3세트,Fredit BRION,DWG KIA,W,BRO Hoya,BRO Chieftain,BRO Lava,BRO Hena,BRO Delight,DK Khan,DK Canyon,DK ShowMaker,DK Malrang,DK BeryL
190,2021.06.23,2021 LoL 챔피언스 코리아 서머 정규 시즌,11일차 2경기 2세트,DWG KIA,Fredit BRION,W,DK Khan,DK Canyon,DK ShowMaker,DK Malrang,DK BeryL,BRO Hoya,BRO UmTi,BRO Lava,BRO Hena,BRO Delight
